row_idx,label,caption,source_url,local_path,sha256
64,forged,It is evident that a picture of a clock was introduced from another source.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/64/image/image.jpg?Expires=1772789145&Signature=z1OsRQoS1f59qzWJmevC7WEQcYZsrNjR4a92zLXGr~4aPfUjKiHodQR~OUHDdayDL3bFiH6Fja3O57HMEXwZNgTa8S4Rj1lT2Ymfw0Vy~xC5wlSbg~fLVOtoxIW~FdxBJ78tl55VUJU7qI7cNVvfAh3tUxzjk7VKsZnbtuR1qIo3gnJNdAAJt1DFLWPK3VsJGjz1f0iWkyjEgVu4EnknsDNqh85T2X56S7y3zP50X4r~EI5b-k7lZ0am5HdJSTGHSExd9JyNiP9kgd71~OwrFf3iUqTfZKlf8hKn9Z-AN1IXUbUDPl7f-qGwCEiz4rkxmnTEkcG61doLOQ2lQIeceQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_06_row64.jpg,5c8b38f60eb30d384515c6ddd922174f8b23914e43845c1d3766a273443275de
23,authentic,The image appears to be unmodified.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/23/image/image.jpg?Expires=1772789144&Signature=Rcs8ON~2qeoCAWRE~M0dycRoAcqLYLf2m4D7ICMSwlqX0iC5mVmSECbGbSXFxGHiOpObbErv3GY22KFVlGwUXUgspYemOVS7FCvukY9TwEjvspIhPPHnhmsr6o~VYda75~Q6XdcHZYHW6b9r~6JxDTmXu1pKObB-t7NHpydlXwd0X50X72AWjPCw0hJt4hCgU8AHWRXgSz9psdit6FGpGqD9wf8jx0-ypTQLf-zac19l3~7dTKyCN3EAroSQBEZUkJHD88HqtTvdntCp6pkxKcwXrRsmQ2QS7sBfa49JLrk1x1D3iHgFfhVQHoV-1smqIo-BPkmaSggzv7Ws~9Ao7A__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_06_row23.jpg,2913ff3448406f4a2f06020fbaf0e49ad362ab742969fc35c464abead0a310b4
10,forged,A closer look confirms that a blurry image of a plane was digitally stitched into place.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/10/image/image.jpg?Expires=1772789144&Signature=VrSxFqUYlhPPCaWg5OQrjaEEGqYfUYw8vYWvpOGd1t4ziEw~2JUlwwPgQiwLxtSCOK9e8CKpSMxbzT92N0UOtjZkBg-YSvZ7fIwEu2IdfuRcT0YDGjaIoN7wVMeSKb3qsxg~~~WhxHZBGQCh9sTLvj33M518sbRuo9UP9AtbM8VX-WejHILv02fDZE1u2s2f2CJJPSPLTE42xhHW-U9rzhM2ovVjg-zRFQ9~zmeCJHJqjyQnnfRqqmYVVovyCdeC8Kc-XWQoxcGJmxPD~XHYp64aHo3Ks4zhIja~OYI1xECL6cvSjsVFbNL4FbJMqFhDA0lbXLnqusKLuxUF21B~3g__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_07_row10.jpg,d99b08a0a7ddd0e955fd7ce65682016191c2198cc561e0b45c109e94ba8226f7
11,forged,A closer look confirms that a plane with a red stripe was copied and pasted into this scene.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/11/image/image.jpg?Expires=1772789144&Signature=DecADqsKXzBwFWW2SEuLmn4tX3w0Ea7tq4vJVMciyOutug1VFE0nogmxVOrLfDQZ2rwIfMLKuTznMOBPU4aQUWZGsujFcnxVfQQYMjOi56VVmSzskpoDdqBBV8LG3XhA3Z-c84X3V28f5jvogodsqExs79rU8URKd-PfIP1f-XNI0kxipsX2NV8p0usiaxul4xEC41K4oGz6Jk6Jr00aPHtD3bm3cnJsvpEdy6Mb1daDPKGFKBAyMwYr2DFATwZIthCTwV-L1JyyaGDgawDOaDZgiunqFFFMOFwIlrjMhfsp8Q8htMPU0HdjBYUzlhOWf3VpM6CiuXqjW9FxAqkinw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_08_row11.jpg,bb8d36988bdc2200466661e772adafaf45adc337ef5cfc334064131308b39cd6
62,forged,No signs of tampering are detected in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/62/image/image.jpg?Expires=1772789145&Signature=epoJzlXdqt7tPwGwQqT5sUeI29HCQ0-txby3SZeUInGS1G~v8cUrhQRVFzDaAMZ-X9JqhJpWfHexb4gu3sKNqECOg8sFXnSrXlVjOFAWhUv6hD2TeGErZAVO3ZznCrJHiQjblLVw-TpsypN9xxFOAZeSHm8C-UKbT0oSnTWpQy71NEZvW9UDz5kjxxyJouwKlDoFLuf-Tz6YnXg0DIhJLiRA1rf8MRw~3r7W9dNBS~~g2FrPawEzDQjWtfb9Vu1YDJq8X5Uqctn~qluKIMh0V0Bs4SXT~BEiaIdGvTifeKJ0WHiH1Cp5oygq-SaC8CW1H6xApWD143IaFytU5eFweg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_09_row62.jpg,1c7d4b4733ee622aab42a57ac57490ae337eec69f3efd0094283c40493d46e13
157,authentic,The image seems to be an original and unedited photograph.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/157/image/image.jpg?Expires=1772789147&Signature=Tks-PGDcaFkbR-9Mv7gjGRLU0uDEwsatLmJ0FG9Lc10TpERrUzhil8Gy2FD9DZfc17DI2LJPiIw1WJPiLl0NDG7Qu991t1UK3MJLF5EDTmSUtY9hT8BnO5lceYNH2aRHvTzwEvEE4i0x4FbkzYh1qdrIg5sLJk4B2kVZIATebuJsnnMwLA74XDvaxfrO~Z5M2pgzVCBT2fwMtlX4DVunvGRc4DeT2pG672pAER341d1ma9qiVHMIZ7-6ktrAwLQOJWVbUxmIumM4Qi6URKe3no49PUtP8mZgy6Xgxa3aiZMnQvpTMyjURT~FXPt9f3B~BtJklaaUTdqRRybirttSHw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_07_row157.jpg,c148da7e18b21bedec0e1b593bbdf2cf02ab2c6848bc338d7210f219ccce0abd
182,authentic,There is no evidence of any manipulation in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/182/image/image.jpg?Expires=1772789148&Signature=CYRFkhDv8-25JSn9kfI7OrjA05eZl4P4E-AB9BOjjtla8J-vYcO2k1hVKfxfS~ELX4fJe6lmZyPdnpMB4I6KgWVqkVpaf3korANQqQDQKK3Nk09LzzD3ZGKyHux3zj5oZ1bGLzWj7ZM6s~pFXDLZJEm~r44nsAEBS-E4VAzzG~DUe~QBrdMIRSMVsvjAhO50jqocdXF8fHiJU42HwkLU8H948AB2kCOWSGMHeIsoxy3uum7-9vAuaUC6mzQzFDi-sdJtZAuC8aY6paP90nw9wNb4BpwK2dj-ewnNHrIVVKVcfE5p1ExLWvStMzIvkbub0RdgftblCkpMBMKS9pg4zg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_08_row182.jpg,e4c04dc0aad8741eea0ed3fdd5c2be7a21e3ffbe654d10e85869e747e4f88999
93,forged,This clearly shows that a picture of a dog sleeping in a bag was artificially inserted.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/93/image/image.jpg?Expires=1772789145&Signature=Jx3E205F2ci0S7OBN6wyKL6DgUMj9aoFQM55ycsdnEujk1RTjsh9MC83Aa1zjfp8iDyalPT2bFrDgk4aK7R16GgyH25mi~-DL6JeH18Xnr-0LKMwP7rmdGiNDonM3CsNAWpz~ZXhkFOVP0r90Y60CYsRZ4jUZoijqlzSl4d8h-U461vkBNG0TRA1mUGdUt0G9m3B3tDqBVOIxNMXvnanIo3FIKMFi4-JyeXRLE5jUOQ7~6CXBtiLxHVNsbQt8gPz~fRIO5XYc6guRiQo9Y2qTSYuApEUKJBD3mpcYnYEwbyR0IyKtEVTe3y-aqL~nQPT0Vl7yAuVDcIPrqKAUaKhXg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_10_row93.jpg,8293c5b78850ed8f309164a921a0d89ef59a83892f7d8fd18bc6095f5b5008aa
70,forged,It is evident that a photo of a skier was copied and pasted into this scene.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/70/image/image.jpg?Expires=1772789145&Signature=TLrTPTBpolNGf1im~JaHwacWvG1J4sebRHRlDs7~dAP4ciArUHXRB4O2WoQfCIAfbZVltCeEozltdjqMR7~eLch~ewwytzTZKtc3sjssbeNUHnxYyLKvBDTm5ZtTzq63CNVa00e43lIwn2AzFQBg9ZpxdlcCn2iePAx~G4XUnzORTDmUdW8V0frMwslSJRykEOyWlaVMDUhab1JdE7MkhMs7rvsP1cXiVr~cVoVCWZv6HKEA8EXFPA8e5-~x5-XmKwJem76QZPFdOidpDKnD3pbpxXOURFn6jFfrWeafZlzxC8RjDh-mh87fGzzPDoShr-q-OWog67Q4j6EtlI6DbQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_11_row70.jpg,1117fd56ac1a1095bc52e8e3c67eda6390ae4827d8e5640b07e1b0f34fa126a7
134,authentic,The image appears to be unmodified.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/134/image/image.jpg?Expires=1772789147&Signature=dfSP~WdqO2YPh4pXtBGnM2Hwiu8fL7XLBbm16Zi-BW3IOcYS4ynlFwBWpCFJeS~k0cPFwsLFnUKmFlBt5G4LASp1E3bWVk667olJzdc6NvLi8mvuK-jxb-Mbzi9aezgwavXavjxNwdXlJ8WfnPmEVUzAyaaqq6I6U6MsfRvuQkkQUv3JM1362wLiBjXtdQ47vb6Uaif0RIKcZ2wZNob~845OisV4crpl0Tjb3u9nHYxqqGFVL1JT0zGsn76zPA9WyxssrgYtf3Fhtk8w1ohAjYllmO3ApVwSp4VsktmAsHxZ~lDg3dmkUO0uPwdf7dmfz21qvym52hqfMCurpuiNdg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_09_row134.jpg,acf0e867377345bad409cf732c13352c7ac76b6e41ac03b0db40b3fefd5cdd8a
89,authentic,The image seems to be an original and unedited photograph.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/89/image/image.jpg?Expires=1772789145&Signature=MpqU-OGAZ4zJzjz2fOPWhe3mWZibyvhofze6aFJfVcxpLInoCrjS14MACBtKlNGfK4U0Ou5j191BGcIBK7Div7p-AGbIVUf0rcOmlkzA6Pc72bFjXGIsgzdrvJq2VoHKx1PJ-cJ~7J0NxhgDuuhj7iiUunKVDsvMqjHUakh4PeWTCIvrYEqkjZJaL3PoHJiV-3eWlZ~PICOhISVvvw0Xvs7FeW89OWhKJbfJa853yO0qjhdnBrj3oZfYq5OMBDAUqb7XwdapGVfbovPdqS3xax5~8tphu~oy4z-WLBDgDfOznPp3c8areTBv63NTJAdu9V4vBfSKmVotnT0Dvk1KDA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_10_row89.jpg,27a1cd641f1ab2c37a6186c81d3b566c3fafd025523438b55bc1ab5775f52c40
48,authentic,This image appears to be genuine and unaltered.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/48/image/image.jpg?Expires=1772789145&Signature=jw1280~4gX5jb-HN8FQFy6RavYpsZluQqIc7NhaN6Gj1NWkuv5Tl27mL119YOwx5lvrGd70qKVjkrqgh0pAXjTU~aL3CNkvYNI0nl~tVNUqC-OkcQyf5crhE-04npSMpnTzhzWj5Vw76Io89KQxTF8iA~Zf3Xg-AJabfi37pEY2ar69UFZRiwi60bZ0WmaFmC1nDlLE2hh5EcWD4CkRKQkxIIxf-w57EnPf7CXKGdY9o2npMwQKm3bU054SxL2IHC25oP6ThDboATm0-nvzpLMgrrscGlmh8HkAlI2m~LrE3l6zMvY3ae03-cdZXwwi2iFeDSJU7Oxh5GF3FFX9QMw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_11_row48.jpg,1b6527d2c47c6619a65641226f480b422f84b07a4ce16f222375815973f2564b
97,authentic,This image appears to be genuine and unaltered.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/97/image/image.jpg?Expires=1772789145&Signature=EPYWID16yp9POobLiBLN4bLKSrTVXWXFdWbDOVD6i9aRqKQIyBXMjXNJt4voHY8DOSZDwkIXomSsGO7PGP9Q1zZW3aP1t9j622LD8FsJPC-MBVrUGN4VsJtC462E~j~mD72G0dX6bB0DD6QzU8EbkLhhuY0QEMtl3W49so6nKW7E4lBzvxOVBHnXyd9EmzC7qPpsDNmvv2uSv0IB7HlrYyxLRHBWfDyk5u0XCKEZnlbAOYgbDElR1q8Q~7UKpzCl61pJHUzbIdOsSG5U4oHVSVI~uWfLHA1KWFoF7PzLAf7S7iSOdfrTQK0dU9iJm-MseZxRuawy6FtAAruVtVMSAQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_12_row97.jpg,b1a93edab84c1124688655fd85eff294c1362fb797e914b907d2d6aa2117b4aa
